(venv) shiywang@shiywang-Precision-3630-Tower:~/grandma_su/Test/Server_Test$ python test1.py -n 200
Number of cpu : 8
[D] Main: Test 1
[I] SP: No saved data, Creating new data
app_main.js:103 Data received
app_main.js:106 {device_id: '7AAFAB814C52', sequence_id: 1, time: 1639096839002, value: 66, battery: 60, …} 173739
app_main.js:103 Data received
app_main.js:106 {device_id: '27CC183A8C68', sequence_id: 1, time: 1639096839002, value: 117, battery: 60, …} 173896
app_main.js:103 Data received
app_main.js:106 {device_id: '89FA9C774EC0', sequence_id: 1, time: 1639096839002, value: 117, battery: 60, …} 174052
app_main.js:103 Data received
app_main.js:106 {device_id: 'E13F70131555', sequence_id: 1, time: 1639096839002, value: 67, battery: 60, …} 174209
app_main.js:103 Data received
app_main.js:106 {device_id: 'FBD2A22AE9AD', sequence_id: 1, time: 1639096839002, value: 69, battery: 60, …} 174364
app_main.js:103 Data received
app_main.js:106 {device_id: '081A93ECCE7D', sequence_id: 1, time: 1639096839002, value: 88, battery: 60, …} 174522
app_main.js:103 Data received
app_main.js:106 {device_id: 'BF52DB70A73E', sequence_id: 1, time: 1639096839002, value: 101, battery: 60, …} 174679
app_main.js:103 Data received
app_main.js:106 {device_id: '979C8274F985', sequence_id: 1, time: 1639096839002, value: 111, battery: 60, …} 174837
app_main.js:103 Data received
app_main.js:106 {device_id: '6933398D0041', sequence_id: 1, time: 1639096839002, value: 66, battery: 60, …} 175013
app_main.js:103 Data received
app_main.js:106 {device_id: '41AAC05B805A', sequence_id: 1, time: 1639096839002, value: 106, battery: 60, …} 175168
app_main.js:103 Data received
app_main.js:106 {device_id: 'CD1C200B6A99', sequence_id: 1, time: 1639096839002, value: 108, battery: 60, …} 175324
app_main.js:103 Data received
app_main.js:106 {device_id: '032EAEA6751E', sequence_id: 1, time: 1639096839002, value: 96, battery: 60, …} 175492
app_main.js:103 Data received
app_main.js:106 {device_id: '601F65468D8E', sequence_id: 1, time: 1639096839002, value: 74, battery: 60, …} 175688
app_main.js:103 Data received
app_main.js:106 {device_id: '0685BA63D817', sequence_id: 1, time: 1639096839002, value: 82, battery: 60, …} 175844
app_main.js:103 Data received
app_main.js:106 {device_id: 'B496D8E28693', sequence_id: 1, time: 1639096839002, value: 86, battery: 60, …} 176001
app_main.js:103 Data received
app_main.js:106 {device_id: 'F20284B683AF', sequence_id: 1, time: 1639096839002, value: 89, battery: 60, …} 176157
app_main.js:103 Data received
app_main.js:106 {device_id: '1E5E14B6E52A', sequence_id: 1, time: 1639096839002, value: 74, battery: 60, …} 176313
app_main.js:103 Data received
app_main.js:106 {device_id: 'B61F0427BD74', sequence_id: 1, time: 1639096839002, value: 61, battery: 60, …} 176470
app_main.js:103 Data received
app_main.js:106 {device_id: 'C35DDD945AAD', sequence_id: 1, time: 1639096839002, value: 101, battery: 60, …} 176624
app_main.js:103 Data received
app_main.js:106 {device_id: '202BB6264C83', sequence_id: 1, time: 1639096839002, value: 97, battery: 60, …} 176780
app_main.js:103 Data received
app_main.js:106 {device_id: '6820514EC73B', sequence_id: 1, time: 1639096839002, value: 103, battery: 60, …} 176935
app_main.js:103 Data received
app_main.js:106 {device_id: '2070667E01FB', sequence_id: 1, time: 1639096839002, value: 105, battery: 60, …} 177094
app_main.js:103 Data received
app_main.js:106 {device_id: 'F1539B1F2115', sequence_id: 2, time: 1639096839003, value: 118, battery: 60, …} 178250
app_main.js:103 Data received
app_main.js:106 {device_id: '538C5860415C', sequence_id: 2, time: 1639096839003, value: 109, battery: 60, …} 178406
app_main.js:103 Data received
app_main.js:106 {device_id: '28AD0296A4C9', sequence_id: 2, time: 1639096839003, value: 86, battery: 60, …} 178580
app_main.js:103 Data received
app_main.js:106 {device_id: 'A57D47497B56', sequence_id: 2, time: 1639096839003, value: 63, battery: 60, …} 178891
app_main.js:103 Data received
app_main.js:106 {device_id: '7DA53A768DC6', sequence_id: 2, time: 1639096839003, value: 64, battery: 60, …} 179045
app_main.js:103 Data received
app_main.js:106 {device_id: 'BBC03A4C8CFE', sequence_id: 2, time: 1639096839003, value: 79, battery: 60, …} 179198
app_main.js:103 Data received
app_main.js:106 {device_id: '50F19959ABE7', sequence_id: 2, time: 1639096839003, value: 94, battery: 60, …} 179506
app_main.js:103 Data received
app_main.js:106 {device_id: 'ADBFE1960462', sequence_id: 2, time: 1639096839003, value: 87, battery: 60, …} 179661
app_main.js:103 Data received
app_main.js:106 {device_id: 'FE0870578731', sequence_id: 2, time: 1639096839003, value: 102, battery: 60, …} 179986
app_main.js:103 Data received
app_main.js:106 {device_id: '1BEC9F173765', sequence_id: 2, time: 1639096839003, value: 109, battery: 60, …} 180143
app_main.js:103 Data received
app_main.js:106 {device_id: '066A31D1D57C', sequence_id: 2, time: 1639096839003, value: 94, battery: 60, …} 180305
app_main.js:103 Data received
app_main.js:106 {device_id: 'A4DCB8CD965C', sequence_id: 2, time: 1639096839003, value: 101, battery: 60, …} 180466
app_main.js:103 Data received
app_main.js:106 {device_id: 'E777ACD0DEA5', sequence_id: 2, time: 1639096839003, value: 64, battery: 60, …} 180781
app_main.js:103 Data received
app_main.js:106 {device_id: '03D4634A8005', sequence_id: 2, time: 1639096839003, value: 113, battery: 60, …} 180939
app_main.js:103 Data received
app_main.js:106 {device_id: '59F5144D824D', sequence_id: 2, time: 1639096839003, value: 74, battery: 60, …} 181098
app_main.js:103 Data received
app_main.js:106 {device_id: '9649259AE759', sequence_id: 2, time: 1639096839003, value: 104, battery: 60, …} 181253
app_main.js:103 Data received
app_main.js:106 {device_id: 'FBC1C836028C', sequence_id: 2, time: 1639096839003, value: 70, battery: 60, …} 181415
app_main.js:103 Data received
app_main.js:106 {device_id: 'F17D3B7D5302', sequence_id: 2, time: 1639096839003, value: 60, battery: 60, …} 181578
app_main.js:103 Data received
app_main.js:106 {device_id: '15319CFE4AC6', sequence_id: 2, time: 1639096839003, value: 93, battery: 60, …} 181754
app_main.js:103 Data received
app_main.js:106 {device_id: '31950A631F07', sequence_id: 2, time: 1639096839003, value: 91, battery: 60, …} 181910
app_main.js:103 Data received
app_main.js:106 {device_id: '6223D5B97D09', sequence_id: 2, time: 1639096839003, value: 113, battery: 60, …} 182244
app_main.js:103 Data received
app_main.js:106 {device_id: 'F1A98662484A', sequence_id: 2, time: 1639096839003, value: 72, battery: 60, …} 182400
app_main.js:103 Data received
app_main.js:106 {device_id: '015F2429E3DC', sequence_id: 2, time: 1639096839003, value: 99, battery: 60, …} 182554
app_main.js:103 Data received
app_main.js:106 {device_id: 'E00B71959789', sequence_id: 2, time: 1639096839003, value: 90, battery: 60, …} 182809
app_main.js:103 Data received
app_main.js:106 {device_id: 'DEA238AF0A7C', sequence_id: 2, time: 1639096839003, value: 72, battery: 60, …} 182967
app_main.js:103 Data received
app_main.js:106 {device_id: 'DEAE119A5029', sequence_id: 2, time: 1639096839003, value: 68, battery: 60, …} 183123
app_main.js:103 Data received
app_main.js:106 {device_id: '6C32A3AAC9DB', sequence_id: 2, time: 1639096839003, value: 110, battery: 60, …} 183279
app_main.js:103 Data received
app_main.js:106 {device_id: '1F62B6743986', sequence_id: 2, time: 1639096839003, value: 98, battery: 60, …} 183436
app_main.js:103 Data received
app_main.js:106 {device_id: '3EBB651D8862', sequence_id: 2, time: 1639096839003, value: 113, battery: 60, …} 183591
app_main.js:103 Data received
app_main.js:106 {device_id: 'E239B852F0B1', sequence_id: 2, time: 1639096839003, value: 118, battery: 60, …} 183840
app_main.js:103 Data received
app_main.js:106 {device_id: 'E78F158A87C9', sequence_id: 2, time: 1639096839003, value: 115, battery: 60, …} 184015
app_main.js:103 Data received
app_main.js:106 {device_id: 'DBB93E2E7B85', sequence_id: 2, time: 1639096839003, value: 91, battery: 60, …} 184335
app_main.js:103 Data received
app_main.js:106 {device_id: 'CB89F87C2AD6', sequence_id: 2, time: 1639096839003, value: 87, battery: 60, …} 184491
app_main.js:103 Data received
app_main.js:106 {device_id: '62628DB4D7D2', sequence_id: 2, time: 1639096839003, value: 102, battery: 60, …} 184647
app_main.js:103 Data received
app_main.js:106 {device_id: '87B0E491CF6F', sequence_id: 2, time: 1639096839003, value: 92, battery: 60, …} 184803
app_main.js:103 Data received
app_main.js:106 {device_id: '199D9F947927', sequence_id: 2, time: 1639096839003, value: 91, battery: 60, …} 184961
app_main.js:103 Data received
app_main.js:106 {device_id: '8EC63F8F5299', sequence_id: 2, time: 1639096839003, value: 103, battery: 60, …} 185115
app_main.js:103 Data received
app_main.js:106 {device_id: 'E8A2B72EF809', sequence_id: 2, time: 1639096839003, value: 101, battery: 60, …} 185270
app_main.js:103 Data received
app_main.js:106 {device_id: '7FB8BE78EEED', sequence_id: 2, time: 1639096839003, value: 63, battery: 60, …} 185425
app_main.js:103 Data received
app_main.js:106 {device_id: 'FBC21B424DE9', sequence_id: 2, time: 1639096839003, value: 97, battery: 60, …} 185582
app_main.js:103 Data received
app_main.js:106 {device_id: '03D4634A8005', sequence_id: 2, time: 1639096841000, value: 62, battery: 60, …} 183841
app_main.js:103 Data received
app_main.js:106 {device_id: '59F5144D824D', sequence_id: 2, time: 1639096841000, value: 99, battery: 60, …} 183996
app_main.js:103 Data received
app_main.js:106 {device_id: '9649259AE759', sequence_id: 2, time: 1639096841000, value: 102, battery: 60, …} 184255
app_main.js:103 Data received
app_main.js:106 {device_id: 'FBC1C836028C', sequence_id: 2, time: 1639096841000, value: 114, battery: 60, …} 184431
app_main.js:103 Data received
app_main.js:106 {device_id: 'F17D3B7D5302', sequence_id: 2, time: 1639096841000, value: 105, battery: 60, …} 184588
app_main.js:103 Data received
app_main.js:106 {device_id: '15319CFE4AC6', sequence_id: 2, time: 1639096841000, value: 78, battery: 60, …} 184903
app_main.js:103 Data received
app_main.js:106 {device_id: '31950A631F07', sequence_id: 2, time: 1639096841000, value: 94, battery: 60, …} 185058
app_main.js:103 Data received
app_main.js:106 {device_id: '6223D5B97D09', sequence_id: 2, time: 1639096841000, value: 69, battery: 60, …} 185217
app_main.js:103 Data received
app_main.js:106 {device_id: 'F1A98662484A', sequence_id: 2, time: 1639096841000, value: 70, battery: 60, …} 185373
app_main.js:103 Data received
app_main.js:106 {device_id: '015F2429E3DC', sequence_id: 2, time: 1639096841000, value: 101, battery: 60, …} 185528
app_main.js:103 Data received
app_main.js:106 {device_id: 'E00B71959789', sequence_id: 2, time: 1639096841000, value: 99, battery: 60, …} 185795
app_main.js:103 Data received
app_main.js:106 {device_id: 'DEA238AF0A7C', sequence_id: 2, time: 1639096841000, value: 117, battery: 60, …} 186047
app_main.js:103 Data received
app_main.js:106 {device_id: 'DEAE119A5029', sequence_id: 2, time: 1639096841000, value: 99, battery: 60, …} 186202
app_main.js:103 Data received
app_main.js:106 {device_id: '6C32A3AAC9DB', sequence_id: 2, time: 1639096841000, value: 71, battery: 60, …} 186360
app_main.js:103 Data received
app_main.js:106 {device_id: '1F62B6743986', sequence_id: 2, time: 1639096841000, value: 80, battery: 60, …} 186517
app_main.js:103 Data received
app_main.js:106 {device_id: '3EBB651D8862', sequence_id: 2, time: 1639096841000, value: 102, battery: 60, …} 186788
app_main.js:103 Data received
app_main.js:106 {device_id: 'E239B852F0B1', sequence_id: 2, time: 1639096841000, value: 65, battery: 60, …} 186944
app_main.js:103 Data received
app_main.js:106 {device_id: 'E78F158A87C9', sequence_id: 2, time: 1639096841000, value: 66, battery: 60, …} 187099
app_main.js:103 Data received
app_main.js:106 {device_id: 'DBB93E2E7B85', sequence_id: 2, time: 1639096841000, value: 118, battery: 60, …} 187257
app_main.js:103 Data received
app_main.js:106 {device_id: 'CB89F87C2AD6', sequence_id: 2, time: 1639096841000, value: 114, battery: 60, …} 187411
app_main.js:103 Data received
app_main.js:106 {device_id: '62628DB4D7D2', sequence_id: 2, time: 1639096841000, value: 104, battery: 60, …} 187566
app_main.js:103 Data received
app_main.js:106 {device_id: '87B0E491CF6F', sequence_id: 2, time: 1639096841000, value: 98, battery: 60, …} 187720
app_main.js:103 Data received
app_main.js:106 {device_id: '199D9F947927', sequence_id: 2, time: 1639096841000, value: 62, battery: 60, …} 187886
app_main.js:103 Data received
app_main.js:106 {device_id: '8EC63F8F5299', sequence_id: 2, time: 1639096841000, value: 77, battery: 60, …} 188041
app_main.js:103 Data received
app_main.js:106 {device_id: 'E8A2B72EF809', sequence_id: 2, time: 1639096841000, value: 111, battery: 60, …} 188350
app_main.js:103 Data received
app_main.js:106 {device_id: '7FB8BE78EEED', sequence_id: 2, time: 1639096841000, value: 82, battery: 60, …} 188510
app_main.js:103 Data received
app_main.js:106 {device_id: 'FBC21B424DE9', sequence_id: 2, time: 1639096841000, value: 108, battery: 60, …} 188666
app_main.js:103 Data received
app_main.js:106 {device_id: '39869E8A0DB1', sequence_id: 2, time: 1639096841000, value: 83, battery: 60, …} 188912
app_main.js:103 Data received
app_main.js:106 {device_id: '709B5D630BD4', sequence_id: 2, time: 1639096841000, value: 95, battery: 60, …} 189089
app_main.js:103 Data received
app_main.js:106 {device_id: 'FB849443BD1D', sequence_id: 2, time: 1639096841000, value: 88, battery: 60, …} 189330
app_main.js:103 Data received
app_main.js:106 {device_id: '2440633BE5D7', sequence_id: 2, time: 1639096841000, value: 91, battery: 60, …} 189501
app_main.js:103 Data received
app_main.js:106 {device_id: '90926DC76F93', sequence_id: 2, time: 1639096841001, value: 91, battery: 60, …} 189660
app_main.js:103 Data received
app_main.js:106 {device_id: '8E099D222FC2', sequence_id: 2, time: 1639096841001, value: 116, battery: 60, …} 189816
app_main.js:103 Data received
app_main.js:106 {device_id: '91B240A0EEE9', sequence_id: 2, time: 1639096841001, value: 83, battery: 60, …} 189973
app_main.js:103 Data received
app_main.js:106 {device_id: 'A41F46F79C3C', sequence_id: 2, time: 1639096841001, value: 74, battery: 60, …} 190146
app_main.js:103 Data received
app_main.js:106 {device_id: 'C0D743851958', sequence_id: 2, time: 1639096841001, value: 74, battery: 60, …} 190325
app_main.js:103 Data received
app_main.js:106 {device_id: '8270A22175A1', sequence_id: 2, time: 1639096841001, value: 101, battery: 60, …} 190490
app_main.js:103 Data received
app_main.js:106 {device_id: '53AE7B22A841', sequence_id: 2, time: 1639096841001, value: 67, battery: 60, …} 190647
app_main.js:103 Data received
app_main.js:106 {device_id: 'AAA97F938C8D', sequence_id: 2, time: 1639096841001, value: 116, battery: 60, …} 190803
app_main.js:103 Data received
app_main.js:106 {device_id: 'EB2367EC60E2', sequence_id: 2, time: 1639096841001, value: 112, battery: 60, …} 190960
app_main.js:103 Data received
app_main.js:106 {device_id: 'D04D8E04DDCB', sequence_id: 2, time: 1639096841001, value: 106, battery: 60, …} 191117
app_main.js:103 Data received
app_main.js:106 {device_id: 'A9173014F9BC', sequence_id: 2, time: 1639096841001, value: 118, battery: 60, …} 191273
app_main.js:103 Data received
app_main.js:106 {device_id: '72DD64C49F12', sequence_id: 2, time: 1639096841001, value: 83, battery: 60, …} 191429
app_main.js:103 Data received
app_main.js:106 {device_id: '7C07AE305241', sequence_id: 2, time: 1639096841001, value: 115, battery: 60, …} 191582
app_main.js:103 Data received
app_main.js:106 {device_id: 'B83B7793184A', sequence_id: 2, time: 1639096841001, value: 89, battery: 60, …} 191736
app_main.js:103 Data received
app_main.js:106 {device_id: '4582201C71C2', sequence_id: 2, time: 1639096841001, value: 114, battery: 60, …} 191889
